Ticker,Total Return,Annualised Return,Annualised Volatility,Sharpe Ratio,Maximum Drawdown
Gold,1.17358631919398,0.17271546421123096,0.15722998705285965,0.9712871385016973,-0.21032844203783352
US Equities,0.9808472937239934,0.15058128451271746,0.17223030253964056,0.7581783378837348,-0.24471090725727163
Global Equities,0.80283620934981,0.12856149458954813,0.16231070471976944,0.6688498751636887,-0.2605471755131724
UK Equities,0.4973624936162673,0.0863734572960464,0.12749848733387814,0.5205823118688093,-0.1317973100740727
US Bonds,-0.018419067161936864,-0.0038077842200854306,0.061120012976720414,-0.38952518267876374,-0.1797667156580105
